SL No,Root Author,Root Author Aff,Root phd year,Scholar Link Link,Advisor,Adv aff,Avd phd year
380,Stefan Ufer,Ludwig-Maximilians-Universität München,2004,https://scholar.google.com/citations?hl=en&user=wmOV6u4AAAAJ,Hans-Jürgen Schneider,Ludwig-Maximilians-Universität München,1969
381,Xavier Xarles,Universitat Autònoma de Barcelona,1993,https://scholar.google.com/citations?hl=en&user=KfkSMAwAAAAJ,Enric Nart Viñals,Universidad Autónoma de Barcelona,1982
382,,,,,Siegfried Bosch,Georg-August-Universität Göttingen,1967
383,Joao Xavier,Instituto Superior Técnico,2002,https://scholar.google.com/citations?hl=en&user=04aoCmQAAAAJ,Victor A. N. Barroso,Carnegie Mellon University,1989
384,Grzegorz Rzadkowski,Uniwersytet Warszawski,1989,https://scholar.google.com/citations?hl=en&user=FYGezY8AAAAJ,Bogdan Bojarski,Ivane Javakhishvili Tbilisi State University,1955
385,Andreas Ryve,Mälardalens högskola,2006,https://scholar.google.com/citations?hl=en&user=W-2UJgYAAAAJ,Kimmo Eriksson,Kungliga Tekniska Högskolan,1993
386,Seungjin Ryu,Seoul National University,2012,https://scholar.google.com/citations?hl=en&user=0t-I_-4AAAAJ,Sun-Sig Byun,The University of Iowa,2003
387,Hong Seo Ryoo,University of Illinois at Urbana-Champaign,1999,https://scholar.google.com/citations?hl=en&user=pJpyd8cAAAAJ,Nikolaos V. Sahinidis,Carnegie Mellon University,1990
389,Krzysztof Rykaczewski,Uniwersytet Mikołaja Kopernika,2016,https://scholar.google.com/citations?hl=en&user=Q0w29toAAAAJ,Grzegorz Jan Gabor,Uniwersytet Mikołaja Kopernika,1997
390,Pavel Ruzicka,Charles University,2002,https://scholar.google.com/citations?hl=en&user=6RrVLy4AAAAJ,Jan Trlifaj,Charles University,1989
400,David Michael Ruth,Naval Postgraduate School,2009,https://scholar.google.com/citations?hl=en&user=VOWt7dgAAAAJ,Robert Anthony Koyak,"University of California, Berkeley",1985
401,Sanja Rukavina,University of Zagreb,1999,https://scholar.google.com/citations?hl=en&user=W7USdNQAAAAJ,Vladimir Æepuliæ,University of Zagreb,1971
402,Anjum Rukhshanda,Quaid-i-Azam University,2011,https://scholar.google.com/citations?hl=en&user=BaoZMf4AAAAJ,Muhammad Shabir,Quaid-i-Azam University,1995
403,Janne Ruostekoski,University of Connecticut,1996,https://scholar.google.com/citations?hl=en&user=TkuVsakAAAAJ,Juha Javanainen,Teknillinen korkeakoulu,1980
404,Scott Ruoti,Brigham Young University,2016,https://scholar.google.com/citations?hl=en&user=u38Uv3QAAAAJ,Kent Eldon Seamons,University of Illinois at Urbana-Champaign,1996
405,Steven Ruuth,University of British Columbia,1996,https://scholar.google.com/citations?hl=en&user=7cclhnMAAAAJ,Brian Thomas Robinson Wetton,New York University,1991
406,,,,,Uri Michael Ascher,University of Minnesota - Twin Cities,1975
417,Jomar Rabajante,University of the Philippines and Shizuoka University,2016,https://scholar.google.com/citations?hl=en&user=CSRObqcAAAAJ,Cherryl Ortega Talaue,University of the Philippines,2009
418,Roland Rabanal,Universidade de São Paulo,2005,https://scholar.google.com/citations?hl=en&user=CbKxSwMAAAAJ,Carlos Gutierrez,Instituto de Matemática Pura e Aplicada,1974
419,Yuval Rabani,Tel Aviv University,1993,https://scholar.google.com/citations?hl=en&user=vTigGywAAAAJ,Amos Fiat,Weizmann Institute of Science,1987
420,Vincent Rabaud,"University of California, San Diego",2009,https://scholar.google.com/citations?hl=en&user=dYu68U8AAAAJ,Serge Justin Belongie,"University of California, Berkeley",2000
421,Alberto Rabbachin,Massachusetts Institute of Technology,2013,https://scholar.google.com/citations?hl=en&user=P7blCdgAAAAJ,Moe Z. Win,University of Southern California,1998
422,Michael Rabbat,University of Wisconsin-Madison,2006,https://scholar.google.com/citations?hl=en&user=cMPKe9UAAAAJ,Robert Nowak,University of Wisconsin-Madison,1995
423,Matthew P. Rabbitt,The University of North Carolina at Greensboro,2014,https://scholar.google.com/citations?hl=en&user=VQoEa54AAAAJ,David C. Ribar,Brown University,1991
424,Markus N. Rabe,Universität des Saarlandes,2016,https://scholar.google.com/citations?hl=en&user=gCp7X74AAAAJ,Bernd E. Finkbeiner,Stanford University,2002
425,Maben Rabi,University of Maryland College Park,2006,https://scholar.google.com/citations?hl=en&user=VrW-L7wAAAAJ,John Spyridon Baras,Harvard University,1973
426,Tamer Rabie,University of Toronto,1999,https://scholar.google.com/citations?hl=en&user=pWhso8EAAAAJ,Demetri Terzopoulos,Massachusetts Institute of Technology,1984
427,Amir Masoud Rabiei,University of Alberta,2008,https://scholar.google.com/citations?hl=en&user=fo9gp9sAAAAJ,Norman Charles Joseph Beaulieu,University of British Columbia,1986
428,Siamak Rabieniaharatbar,Purdue University,2020,https://scholar.google.com/citations?hl=en&user=CbKxSwMAAAAJ,Plamen D. Stefanov,University of Sofia,1988
429,Julien Rabin,Télécom ParisTech,2009,https://scholar.google.com/citations?hl=en&user=6D2eFXoAAAAJ,Yann Gousseau,Université Paris IX - Dauphine,2000
430,,,,,Julie Delon,École Normale Supérieure de Cachan,2004
431,Tal Rabin,Hebrew University of Jerusalem,1995,https://scholar.google.com/citations?hl=en&user=18exh0MAAAAJ,Michael Ben-Or,Hebrew University of Jerusalem,1982
432,Shanti Rabindran Gamper,Massachusetts Institute of Technology,2001,https://scholar.google.com/citations?hl=en&user=MRRzodwAAAAJ,Dora Luisa Costa,The University of Chicago,1993
433,Andrew Rabinovich,"University of California, San Diego",2008,https://scholar.google.com/citations?hl=en&user=yOcNQVgAAAAJ,Serge Justin Belongie,"University of California, Berkeley",2000
434,Tilmann Rabl,Universität Passau,2011,https://scholar.google.com/citations?hl=en&user=BQvUJuYAAAAJ,Harald Kosch,École Normale Supérieure de Lyon,1997
435,,.,,,,,
437,Alessandro Fabbri,"Ph.D. Scuola Internazionale Superiore di Studi Avanzati, Trieste",1996,https://scholar.google.com/citations?hl=en&user=7eZms4sAAAAJ,"Daniel M. Amati , Jorge G. Russo",,
438,Daniela Fabbri,Ph.D. Universitat Pompeu Fabra,2001,https://scholar.google.com/citations?hl=en&user=WxCLJMQAAAAJ,Xavier Sala-i-Martin,Ph.D. Harvard University,1990
439,Giorgio Fabbri,Ph.D. Università di Roma La Sapienza,2006,https://scholar.google.com/citations?hl=en&user=HdRz5gwAAAAJ,Fausto Gozzi,Ph.D. Scuola Normale Superiore di Pisa,1998
440,Roberta Fabbri,Ph.D. Università degli Studi di Firenze,1997,https://scholar.google.com/citations?hl=en&user=35U7r6cAAAAJ,Russell Allan Johnson,Ph.D. University of Minnesota,1975
441,Eleonore Faber,Dr. rer. nat. Universität Wien,2012,https://scholar.google.com/citations?hl=en&user=PnvRH0UAAAAJ,Herwig Hauser,Ph.D. Université Paris-Sud XI - Orsay,1980
442,Peter Faber,Dr. rer. nat. Universität Passau,2008,https://scholar.google.com/citations?hl=en&user=NUpECGIAAAAJ,Christian Lengauer,Ph.D. University of Toronto,1982
443,Sky Faber,"Ph.D. University of California, Irvine",2016,https://scholar.google.com/citations?hl=en&user=56BtNVYAAAAJ,Gene Tsudik,Ph.D. University of Southern California,2013
445,Wolfgang Faber,Dr. techn. Technische Universität Wien,2002,https://scholar.google.com/citations?hl=en&user=XMxznHQAAAAJ,"Thomas Eiter , Nicola Leone",Dr. techn. Technische Universität Wien,1991
446,R. Jason Faberman,Ph.D. University of Maryland College Park,2003,https://scholar.google.com/citations?hl=en&user=MPpCEXoAAAAJ,"John C. Haltiwanger , Judith Kay Hellerstein",Ph.D. The Johns Hopkins University,1982
447,Benjamin Fabian,Ph.D. Humboldt-Universität zu Berlin,2008,https://scholar.google.com/citations?hl=en&user=1Aha2tQAAAAJ,Advisor: Oliver Günther,"Ph.D. University of California, Berkeley",1987
448,G. Fabian,Ph.D. Technische Universiteit Eindhoven,1999,https://scholar.google.com/citations?hl=en&user=qSZrJ84AAAAJ,"Jacobus (Koos) Eelkman Rooda, Martin (Martinus) Rem",Ph.D. Universiteit Twente,1978
449,Francesco Fabiano,Ph.D. Università degli Studi di Udine,2022,https://scholar.google.com/citations?hl=en&user=W6JOvEIAAAAJ,Agostino Dovier,Ph. D. Università di Pisa,1996
450,John Stewart Fabila-Carrasco,Ph.D. Universidad Carlos III de Madrid,2020,https://scholar.google.com/citations?hl=en&user=5xrmd_YAAAAJ,Fernando Lledó,Ph.D. Universität Potsdam,1999
451,Ruy Fabila-Monroy,Ph.D. Universidad Nacional Autónoma de México,2009,https://scholar.google.com/citations?hl=en&user=kHlEOpsAAAAJ,"Ferran A. Hurtado Díaz , Jorge Urrutia",Ph.D. Universitat Politècnica de Catalunya,1993
452,Nicholas Fabina,"Ph.D. University of California, Davis",2014,https://scholar.google.com/citations?hl=en&user=EDBcd9EAAAAJ,Sebastian Richard Schreiber,"Ph.D. University of California, Berkeley",1995
453,Michal Fabinger,Ph.D. Harvard University,2012,https://scholar.google.com/citations?hl=en&user=qUk7ge0AAAAJ,Gita Gopinath,Ph.D. Princeton University,2001
454,Frank J. Fabozzi,Ph.D. City University of New York,1972,https://scholar.google.com/citations?hl=en&user=tqXS4IMAAAAJ,Malcolm Galatin,Ph.D. Massachusetts Institute of Technology,1965
455,Bruno Fabre,Ph.D. Université Pierre-et-Marie-Curie - Paris VI,2000,https://scholar.google.com/citations?hl=en&user=9JAB7VEAAAAJ,"Gennadi Markovic Henkin , Pierre Mazet",,
456,Émilie Fabre,Ph.D. École Polytechnique,2012,https://scholar.google.com/citations?hl=en&user=rRPIz8MAAAAJ,Nizar Touzi,Ph.D. Université Paris IX - Dauphine,1993
457,Josep Fàbrega Canudas,Ph.D. Universitat Politècnica de Catalunya,1984,https://scholar.google.com/citations?hl=en&user=7kvJGB0AAAAJ,José Luis Andrés Yebra,Ph.D. Universidad Complutense de Madrid,1975
458,Diego Fabregat-Traver,Dr. rer. nat. Rheinisch-Westfälische Technische Hochschule Aachen,2013,https://scholar.google.com/citations?hl=en&user=5dTdPIcAAAAJ,Paolo Bientinesi,Ph.D. University of Texas at Austin,2006
459,Angela Fabregues,Ph.D. Universitat Autònoma de Barcelona,2012,https://scholar.google.com/citations?hl=en&user=0AMMZKoAAAAJ,Carles Sierra,Ph.D. Universitat Politècnica de Catalunya,1989
460,Andreas Fabri,Ph.D. École Nationale Supérieure des Mines de Paris,1994,https://scholar.google.com/citations?hl=en&user=lgyg3AMAAAAJ,Jean-Daniel Boissonnat,,
461,John Fabricius,Ph.D. Luleå University of Technology,2011,https://scholar.google.com/citations?hl=en&user=2QZxC2cAAAAJ,"Peter Wall , Lars-Erik Persson",Ph.D. Luleå University of Technology,1998
462,Pierre Fabrie,Ph.D. Université Bordeaux 1,1987,https://scholar.google.com/citations?hl=en&user=TwLb7doAAAAJ,Paul Morel,Ph.D. Université Claude Bernard Lyon 1,1970
463,Alex Fabrikant,"Ph.D. University of California, Berkeley",2008,https://scholar.google.com/citations?hl=en&user=dfScyQgAAAAJ,Christos H. Papadimitriou,Ph.D. Princeton University,1976
464,Tayo Fabusuyi,Ph.D. Carnegie Mellon University,2016,https://scholar.google.com/citations?hl=en&user=2hg6218AAAAJ,Robert Cornelius Hampshire,Ph.D. Princeton University,2007
465,Tina Facca,Dr. rer. pol. Georg-August-Universität Göttingen,2009,https://scholar.google.com/citations?hl=en&user=s82zvG0AAAAJ,"Manfred Denker , Walter Zucchini",Ph.D. Friedrich-Alexander-Universität Erlangen-Nürnberg,1972
466,Giuseppe Facchetti,Ph.D. Scuola Internazionale Superiore di Studi Avanzati,2013,https://scholar.google.com/citations?hl=en&user=i2UM3WoAAAAJ,Claudio Altafini,Ph.D. Kungliga Tekniska Högskolan,2001
467,Christian Facchi,Ph.D. Technische Universität München Germany,1995,https://scholar.google.com/citations?hl=en&user=KA4CZR8AAAAJ,Manfred Broy,Dr. rer. nat. Technische Universität München,1980
469,Alessandro Fabbri,"Ph.D. Scuola Internazionale Superiore di Studi Avanzati, Trieste",1996,https://scholar.google.com/citations?hl=en&user=7eZms4sAAAAJ,"Daniel M. Amati , Jorge G. Russo",,
470,Daniela Fabbri,Ph.D. Universitat Pompeu Fabra,2001,https://scholar.google.com/citations?hl=en&user=WxCLJMQAAAAJ,Xavier Sala-i-Martin,Ph.D. Harvard University,1990
471,Giorgio Fabbri,Ph.D. Università di Roma La Sapienza,2006,https://scholar.google.com/citations?hl=en&user=HdRz5gwAAAAJ,Fausto Gozzi,Ph.D. Scuola Normale Superiore di Pisa,1998
472,Roberta Fabbri,Ph.D. Università degli Studi di Firenze,1997,https://scholar.google.com/citations?hl=en&user=35U7r6cAAAAJ,Russell Allan Johnson,Ph.D. University of Minnesota,1975
473,Eleonore Faber,Dr. rer. nat. Universität Wien,2012,https://scholar.google.com/citations?hl=en&user=PnvRH0UAAAAJ,Herwig Hauser,Ph.D. Université Paris-Sud XI - Orsay,1980
,Peter Faber,Dr. rer. nat. Universität Passau,2008,https://scholar.google.com/citations?hl=en&user=NUpECGIAAAAJ,Christian Lengauer,Ph.D. University of Toronto,1982
474,Sky Faber,"Ph.D. University of California, Irvine",2016,https://scholar.google.com/citations?hl=en&user=56BtNVYAAAAJ,Gene Tsudik,Ph.D. University of Southern California,2013
475,Wolfgang Faber,Dr. techn. Technische Universität Wien,2002,https://scholar.google.com/citations?hl=en&user=XMxznHQAAAAJ,"Thomas Eiter , Nicola Leone",Dr. techn. Technische Universität Wien,1991
476,R. Jason Faberman,Ph.D. University of Maryland College Park,2003,https://scholar.google.com/citations?hl=en&user=MPpCEXoAAAAJ,"John C. Haltiwanger , Judith Kay Hellerstein",Ph.D. The Johns Hopkins University,1982
477,Benjamin Fabian,Ph.D. Humboldt-Universität zu Berlin,2008,https://scholar.google.com/citations?hl=en&user=1Aha2tQAAAAJ,Advisor: Oliver Günther,"Ph.D. University of California, Berkeley",1987
478,G. Fabian,Ph.D. Technische Universiteit Eindhoven,1999,https://scholar.google.com/citations?hl=en&user=qSZrJ84AAAAJ,"Jacobus (Koos) Eelkman Rooda, Martin (Martinus) Rem",Ph.D. Universiteit Twente,1978
479,Francesco Fabiano,Ph.D. Università degli Studi di Udine,2022,https://scholar.google.com/citations?hl=en&user=W6JOvEIAAAAJ,Agostino Dovier,Ph. D. Università di Pisa,1996
480,John Stewart Fabila-Carrasco,Ph.D. Universidad Carlos III de Madrid,2020,https://scholar.google.com/citations?hl=en&user=5xrmd_YAAAAJ,Fernando Lledó,Ph.D. Universität Potsdam,1999
481,Ruy Fabila-Monroy,Ph.D. Universidad Nacional Autónoma de México,2009,https://scholar.google.com/citations?hl=en&user=kHlEOpsAAAAJ,"Ferran A. Hurtado Díaz , Jorge Urrutia",Ph.D. Universitat Politècnica de Catalunya,1993
482,Nicholas Fabina,"Ph.D. University of California, Davis",2014,https://scholar.google.com/citations?hl=en&user=EDBcd9EAAAAJ,Sebastian Richard Schreiber,"Ph.D. University of California, Berkeley",1995
483,Michal Fabinger,Ph.D. Harvard University,2012,https://scholar.google.com/citations?hl=en&user=qUk7ge0AAAAJ,Gita Gopinath,Ph.D. Princeton University,2001
484,Frank J. Fabozzi,Ph.D. City University of New York,1972,https://scholar.google.com/citations?hl=en&user=Michal Fabinger,Malcolm Galatin,Ph.D. Massachusetts Institute of Technology,1965
485,Bruno Fabre,Ph.D. Université Pierre-et-Marie-Curie - Paris VI,2000,https://scholar.google.com/citations?hl=en&user=9JAB7VEAAAAJ,"Gennadi Markovic Henkin , Pierre Mazet",,
486,Émilie Fabre,Ph.D. École Polytechnique,2012,https://scholar.google.com/citations?hl=en&user=rRPIz8MAAAAJ,Nizar Touzi,Ph.D. Université Paris IX - Dauphine,1993
487,Josep Fàbrega Canudas,Ph.D. Universitat Politècnica de Catalunya,1984,https://scholar.google.com/citations?hl=en&user=7kvJGB0AAAAJ,José Luis Andrés Yebra,Ph.D. Universidad Complutense de Madrid,1975
488,Diego Fabregat-Traver,Dr. rer. nat. Rheinisch-Westfälische Technische Hochschule Aachen,2013,https://scholar.google.com/citations?hl=en&user=5dTdPIcAAAAJ,Paolo Bientinesi,Ph.D. University of Texas at Austin,2006
489,Angela Fabregues,Ph.D. Universitat Autònoma de Barcelona,2012,https://scholar.google.com/citations?hl=en&user=0AMMZKoAAAAJ,Carles Sierra,Ph.D. Universitat Politècnica de Catalunya,1989
490,Andreas Fabri,Ph.D. École Nationale Supérieure des Mines de Paris,1994,https://scholar.google.com/citations?hl=en&user=lgyg3AMAAAAJ,Jean-Daniel Boissonnat,,
491,John Fabricius,Ph.D. Luleå University of Technology,2011,https://scholar.google.com/citations?hl=en&user=2QZxC2cAAAAJ,"Peter Wall , Lars-Erik Persson",Ph.D. Luleå University of Technology,1998
492,Pierre Fabrie,Ph.D. Université Bordeaux 1,1987,https://scholar.google.com/citations?hl=en&user=TwLb7doAAAAJ,Paul Morel,Ph.D. Université Claude Bernard Lyon 1,1970
493,Alex Fabrikant,"Ph.D. University of California, Berkeley",2008,https://scholar.google.com/citations?hl=en&user=dfScyQgAAAAJ,Christos H. Papadimitriou,Ph.D. Princeton University,1976
494,Tayo Fabusuyi,Ph.D. Carnegie Mellon University,2016,https://scholar.google.com/citations?hl=en&user=2hg6218AAAAJ,Robert Cornelius Hampshire,Ph.D. Princeton University,2007
495,Tina Facca,Dr. rer. pol. Georg-August-Universität Göttingen,2009,https://scholar.google.com/citations?hl=en&user=s82zvG0AAAAJ,"Manfred Denker , Walter Zucchini",Ph.D. Friedrich-Alexander-Universität Erlangen-Nürnberg,1972
496,Giuseppe Facchetti,Ph.D. Scuola Internazionale Superiore di Studi Avanzati,2013,https://scholar.google.com/citations?hl=en&user=i2UM3WoAAAAJ,Claudio Altafini,Ph.D. Kungliga Tekniska Högskolan,2001
497,Christian Facchi,Ph.D. Technische Universität München  Germany,1995,https://scholar.google.com/citations?hl=en&user=KA4CZR8AAAAJ,Manfred Broy,Dr. rer. nat. Technische Universität München,1980
498,Gregory Gbur,Ph.D. University of Rochester,2001,https://scholar.google.com/citations?hl=en&user=aLDxx9UAAAAJ,Emil Wolf,Ph.D. University of Bristol,1948
499,Sadek Gala,Ph.D. Université d'Évry,2005,https://scholar.google.com/citations?hl=en&user=2owpIC8AAAAJ,Pierre-Gilles Lemarié-Rieusset,"Ph.D de mathématiques, Université d'Évry",2002
500,Elena Galaktionova,Ph.D. University of Massachusetts Amherst,1993,https://scholar.google.com/citations?hl=en&user=uVsbScYAAAAJ,Ivan Mirkovic,Ph.D. University of Utah,1986
501,Adam Galambos,Ph.D. University of Minnesota - Twin Cities,2004,https://scholar.google.com/citations?hl=en&user=IG_1YVAAAAAJ,Marcel Kessel Richter,Ph.D. Massachusetts Institute of Technology,1959
502,Fernando Galaz-Garcia,Ph.D. University of Maryland College Park,2009,https://scholar.google.com/citations?hl=en&user=QC3VdE4AAAAJ,Karsten Grove,Ph.D. Aarhus University,1974
503,Mohammadreza Galavii,Ph.D. Technische Universität Graz,2008,https://scholar.google.com/citations?hl=en&user=1Mhn2fYAAAAJ,Rainer Ernst Burkard,Ph.D. Universität Wien,1967
504,Stefano Galatolo,Ph.D. Università di Pisa,2002,https://scholar.google.com/citations?hl=en&user=4SWcAfcAAAAJ,Vieri Benci,Scuola Normale Superiore di Pisa,1972
505,Matthew Galati,Ph.D. Lehigh University,2008,https://scholar.google.com/citations?hl=en&user=fbxJdU0AAAAJ,Theodore Kenneth Ralphs,Ph.D. Cornell University,1995
506,Concettina Galati,Ph.D. Università di Tor Vergata,2005,https://scholar.google.com/citations?hl=en&user=G0wOXOMAAAAJ,Ciro Ciliberto,Ph.D. Università degli Studi di Napoli Federico II,1973
507,Vladimir Galatenko,Ph.D. Lomonosov Moscow State University,2005,https://scholar.google.com/citations?hl=en&user=9LFx-6MAAAAJ,Taras Pavlovich Lukashenko,Ph.D. Lomonosov Moscow State University,1973
508,Aphrodite Galata,Ph.D. University of Leeds,2001,https://scholar.google.com/citations?hl=en&user=vAY0HccAAAAJ,David C. Hogg,,
509,Andrea Galasso,Ph.D. Università degli Studi di Pavia and Università degli Studi di Milano-Bicocca,2018,https://scholar.google.com/citations?hl=en&user=MbL3D_MAAAAJ,Roberto Paoletti,"Ph.D. University of California, Los Angeles",1993
510,Spyros Galanis,Ph.D. University of Rochester,2008,https://scholar.google.com/citations?hl=en&user=yKc4dbQAAAAJ,"Larry Gedaleah Epstein , Paulo Barelli",Ph.D. University of British Columbia,1977
511,Vincenzo Galasso,"Ph.D. University of California, Los Angeles",1996,https://scholar.google.com/citations?hl=en&user=ZWZvyiIAAAAJ,Costas (Constantine) Christos Azariadis,Ph.D. Carnegie Mellon University,1975
512,Alberto Galasso,Ph.D. London School of Economics and Political Science,2007,https://scholar.google.com/citations?hl=en&user=h8TT-6MAAAAJ,"Andrea Prat, Mark Alter Schankerman",Ph.D. Stanford University,1997
513,Joseph Galaskiewicz,Ph.D. The University of Chicago,1976,https://scholar.google.com/citations?hl=en&user=KqIUsN0AAAAJ,Edward Otto Laumann,Ph.D. Harvard University,1965
514,Pavel Galashin,Ph.D. Massachusetts Institute of Technology,2019,https://scholar.google.com/citations?hl=en&user=o4bUfRkAAAAJ,Alexander E. Postnikov,Ph.D. Massachusetts Institute of Technology,1997
515,Omar Galarraga,Ph.D. The Johns Hopkins University,2007,https://scholar.google.com/citations?hl=en&user=S0Oa88QAAAAJ,David Simeon Salkever,Ph.D. Harvard University,1971
516,Arkaitz Galbete,Ph.D. Universidad Publica de Navarra,2014,https://scholar.google.com/citations?hl=en&user=KaIOCToAAAAJ,"José Antonio Moler,  Fernando Plo",Ph.D. Universidad Publica de Navarra,2000